tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix_g_cons	rec_signs	cor_signs	heb_g_cons	other_vowel_ending	final_h	line	column	has_pronominal_suffix	has_prefix	has_hloc	has_nme	rec_signs_stem	cor_signs_stem	type	vowel_letter	has_vowel_letter
158524	MT	1_Samuel	28	1	JD<[	JD<	JD<	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	ידע		noH	-	-	0	0	0	0	nnn	nnn	first		0
162011	MT	2_Samuel	3	16	HLK[	HLWK	HLWK	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	הלוך		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
162235	MT	2_Samuel	3	24	HLK[	HLWK	HLWK	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	הלוך		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
163150	MT	2_Samuel	5	10	HLK[	HLWK	HLWK	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	הלוך		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
163152	MT	2_Samuel	5	10	GDL[	GDWL	GDWL	CCMC	CCMC	qal	infa		unknown	unknown	verb				W	nnnn	nnnn	גדול		noH	-	-	0	1	0	0	nnnn	nnnn	first		0
163306	MT	2_Samuel	5	19	NTN[	NTN	NTN	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	נתן		noH	-	-	0	0	0	0	nnn	nnn	first		0
167565	MT	2_Samuel	13	19	HLK[	HLWK	HLWK	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	הלוך		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
169063	MT	2_Samuel	15	8	JCB[	JCJB	JCJB			qal	infa		unknown	unknown	verb					nnnn	nnnn	ישיב		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
169892	MT	2_Samuel	16	5	JY>[	JYW>	JYW>	CCMM	CCMM	qal	infa		unknown	unknown	verb					nnnn	nnnn	יצוא		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
170082	MT	2_Samuel	16	13	HLK[	HLWK	HLWK	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	הלוך		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
170700	MT	2_Samuel	17	16	<BR[	<BWR	<BWR	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	עבור		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
171104	MT	2_Samuel	18	2	JY>[	JY>	JY>	CCM	CCM	qal	infa		unknown	unknown	verb					nnn	nnn	יצא		noH	-	-	0	0	0	0	nnn	nnn	first		0
171731	MT	2_Samuel	18	25	HLK[	HLWK	HLWK	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	הלוך		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
173035	MT	2_Samuel	19	43	>KL[	>KWL	>KWL	CCMC	CCMC	qal	infa		unknown	unknown	verb				H	nnnn	nnnn	אכול		noH	-	-	0	1	0	0	nnnn	nnnn	first		0
173544	MT	2_Samuel	20	18	C>L[	C>L	C>L	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	שאל		noH	-	-	0	0	0	0	nnn	nnn	first		0
174919	MT	2_Samuel	23	7	FRP[	FRWP	FRWP	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	שרוף		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
175694	MT	2_Samuel	24	12	HLK[	HLWK	HLWK	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	הלוך		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
178184	MT	1_Kings	2	37	JD<[	JD<	JD<	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	ידע		noH	-	-	0	0	0	0	nnn	nnn	first		0
178312	MT	1_Kings	2	42	JD<[	JD<	JD<	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	ידע		noH	-	-	0	0	0	0	nnn	nnn	first		0
185224	MT	1_Kings	11	11	QR<[	QR<	QR<	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	קרע		noH	-	-	0	0	0	0	nnn	nnn	first		0
192850	MT	1_Kings	20	37	PY<[	PY<	PY<	CCC	CCC	qal	infa		unknown	unknown	verb				W	nnn	nnn	פצע		noH	-	-	0	1	0	0	nnn	nnn	first		0
195503	MT	2_Kings	2	11	HLK[	HLWK	HLWK	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	הלוך		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
197442	MT	2_Kings	4	43	>KL[	>KL	>KL	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	אכל		noH	-	-	0	0	0	0	nnn	nnn	first		0
197694	MT	2_Kings	5	10	HLK[	HLWK	HLWK	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	הלוך		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
197719	MT	2_Kings	5	11	JY>[	JYW>	JYW>	CCMM	CCMM	qal	infa		unknown	unknown	verb					nnnn	nnnn	יצוא		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
208002	MT	2_Kings	19	29	>KL[	>KWL	>KWL	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	אכול		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
213157	MT	Isaiah	3	16	HLK[	HLWK	HLWK	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	הלוך		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
213159	MT	Isaiah	3	16	VPP[	VPP	VPP	CCC	CCC	qal	infa		unknown	unknown	verb				W	nnn	nnn	טפף		noH	-	-	0	1	0	0	nnn	nnn	first		0
213514	MT	Isaiah	5	5	PRY[	PRY	PRY	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	פרץ		noH	-	-	0	0	0	0	nnn	nnn	first		0
214143	MT	Isaiah	6	9	CM<[	CMW<	CMW<	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	שמוע		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
214497	MT	Isaiah	7	15	M>S[	M>WS	M>WS	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	מאוס		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
214502	MT	Isaiah	7	15	BXR[	BXWR	BXWR	CCMC	CCMC	qal	infa		unknown	unknown	verb				W	nnnn	nnnn	בחור		noH	-	-	0	1	0	0	nnnn	nnnn	first		0
214512	MT	Isaiah	7	16	M>S[	M>S	M>S	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	מאס		noH	-	-	0	0	0	0	nnn	nnn	first		0
214517	MT	Isaiah	7	16	BXR[	BXR	BXR	CCC	CCC	qal	infa		unknown	unknown	verb				W	nnn	nnn	בחר		noH	-	-	0	1	0	0	nnn	nnn	first		0
218526	MT	Isaiah	19	22	NGP[	NGP	NGP	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	נגף		noH	-	-	0	0	0	0	nnn	nnn	first		0
218528	MT	Isaiah	19	22	RP>[	RPW>	RPW>	CCMM	CCMM	qal	infa		unknown	unknown	verb				W	nnnn	nnnn	רפוא		noH	-	-	0	1	0	0	nnnn	nnnn	first		0
218644	MT	Isaiah	20	2	HLK[	HLK	HLK	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	הלך		noH	-	-	0	0	0	0	nnn	nnn	first		0
218793	MT	Isaiah	21	5	<RK[	<RK	<RK	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	ערך		noH	-	-	0	0	0	0	nnn	nnn	first		0
218799	MT	Isaiah	21	5	>KL[	>KWL	>KWL	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	אכול		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
219183	MT	Isaiah	22	13	HRG[	HRG	HRG	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	הרג		noH	-	-	0	0	0	0	nnn	nnn	first		0
219186	MT	Isaiah	22	13	CXV[	CXV	CXV	CCC	CCC	qal	infa		unknown	unknown	verb				W	nnn	nnn	שחט		noH	-	-	0	1	0	0	nnn	nnn	first		0
219188	MT	Isaiah	22	13	>KL[	>KL	>KL	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	אכל		noH	-	-	0	0	0	0	nnn	nnn	first		0
219193	MT	Isaiah	22	13	>KL[	>KWL	>KWL	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	אכול		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
219265	MT	Isaiah	22	18	YNP[	YNWP	YNWP	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	צנוף		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
221309	MT	Isaiah	28	28	>DC[	>DWC	>DWC	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	אדוש		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
222154	MT	Isaiah	30	19	XNN[	XNWN	XNWN	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	חנון		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
222591	MT	Isaiah	31	5	GNN[	GNWN	GNWN	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	גנון		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
222594	MT	Isaiah	31	5	PSX[	PSX	PSX	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	פסח		noH	-	-	0	0	0	0	nnn	nnn	first		0
223580	MT	Isaiah	35	2	PRX[	PRX	PRX	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	פרח		noH	-	-	0	0	0	0	nnn	nnn	first		0
224615	MT	Isaiah	37	19	NTN[	NTN	NTN	CCC	CCC	qal	infa		unknown	unknown	verb				W	nnn	nnn	נתן		noH	-	-	0	1	0	0	nnn	nnn	first		0
224835	MT	Isaiah	37	30	>KL[	>KWL	>KWL	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	אכול		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
225093	MT	Isaiah	38	5	HLK[	HLWK	HLWK	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	הלוך		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
226048	MT	Isaiah	40	30	KCL[	KCWL	KCWL	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	כשול		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
226841	MT	Isaiah	42	20	PQX[	PQWX	PQWX	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	פקוח		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
226910	MT	Isaiah	42	24	HLK[	HLWK	HLWK	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	הלוך		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
228929	MT	Isaiah	48	8	BGD[	BGWD	BGWD	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	בגוד		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
229662	MT	Isaiah	50	2	QYR[	QYWR	QYWR	CCMC	CCMC	qal	infa		unknown	unknown	verb				H	nnnn	nnnn	קצור		noH	-	-	0	1	0	0	nnnn	nnnn	first		0
231102	MT	Isaiah	55	2	CM<[	CMW<	CMW<	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	שמוע		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
232048	MT	Isaiah	58	7	PRS[	PRS	PRS	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	פרס		noH	-	-	0	0	0	0	nnn	nnn	first		0
232274	MT	Isaiah	59	4	BVX[	BVWX	BVWX	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	בטוח		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
232437	MT	Isaiah	59	13	PC<[	PC<	PC<	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	פשע		noH	-	-	0	0	0	0	nnn	nnn	first		0
232823	MT	Isaiah	60	12	XRB[	XRB	XRB	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	חרב		noH	-	-	0	0	0	0	nnn	nnn	first		0
235370	MT	Jeremiah	2	2	HLK[	HLK	HLK	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	הלך		noH	-	-	0	0	0	0	nnn	nnn	first		0
236031	MT	Jeremiah	3	1	XNP[	XNWP	XNWP	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	חנוף		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
236240	MT	Jeremiah	3	12	HLK[	HLK	HLK	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	הלך		noH	-	-	0	0	0	0	nnn	nnn	first		0
237297	MT	Jeremiah	5	11	BGD[	BGWD	BGWD	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	בגוד		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
238184	MT	Jeremiah	6	29	YRP[	YRWP	YRWP	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	צרוף		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
238349	MT	Jeremiah	7	9	GNB[	GNB	GNB	CCC	CCC	qal	infa		unknown	unknown	verb				H	nnn	nnn	גנב		noH	-	-	0	1	0	0	nnn	nnn	first		0
238350	MT	Jeremiah	7	9	RYX[	RYX	RYX	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	רצח		noH	-	-	0	0	0	0	nnn	nnn	first		0
238352	MT	Jeremiah	7	9	N>P[	N>P	N>P	CCC	CCC	qal	infa		unknown	unknown	verb				W	nnn	nnn	נאף		noH	-	-	0	1	0	0	nnn	nnn	first		0
238364	MT	Jeremiah	7	9	HLK[	HLK	HLK	CCC	CCC	qal	infa		unknown	unknown	verb				W	nnn	nnn	הלך		noH	-	-	0	1	0	0	nnn	nnn	first		0
238752	MT	Jeremiah	7	25	CLX[	CLX	CLX	CCC	CCC	qal	infa		unknown	unknown	verb				W	nnn	nnn	שלח		noH	-	-	0	1	0	0	nnn	nnn	first		0
239232	MT	Jeremiah	8	13	>SP[	>SP	>SP	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	אסף		noH	-	-	0	0	0	0	nnn	nnn	first		0
239470	MT	Jeremiah	9	3	<QB[	<QWB	<QWB	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	עקוב		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
239838	MT	Jeremiah	9	23	JD<[	JD<	JD<	CCC	CCC	qal	infa		unknown	unknown	verb				W	nnn	nnn	ידע		noH	-	-	0	1	0	0	nnn	nnn	first		0
239976	MT	Jeremiah	10	5	NF>[	NFW>	NFW>	CCMM	CCMM	qal	infa		unknown	unknown	verb					nnnn	nnnn	נשוא		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
241131	MT	Jeremiah	12	16	LMD[	LMD	LMD	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	למד		noH	-	-	0	0	0	0	nnn	nnn	first		0
241168	MT	Jeremiah	12	17	NTC[	NTWC	NTWC	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	נתוש		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
241177	MT	Jeremiah	13	1	HLK[	HLWK	HLWK	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	הלוך		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
241418	MT	Jeremiah	13	12	JD<[	JD<	JD<	CCC	CCC	qal	infa		unknown	unknown	verb				H	nnn	nnn	ידע		noH	-	-	0	1	0	0	nnn	nnn	first		0
241537	MT	Jeremiah	13	17	DM<[	DM<	DM<	CCC	CCC	qal	infa		unknown	unknown	verb				W	nnn	nnn	דמע		noH	-	-	0	1	0	0	nnn	nnn	first		0
241761	MT	Jeremiah	14	5	<ZB[	<ZWB	<ZWB	CCMC	CCMC	qal	infa		unknown	unknown	verb				W	nnnn	nnnn	עזוב		noH	-	-	0	1	0	0	nnnn	nnnn	first		0
242092	MT	Jeremiah	14	19	M>S[	M>S	M>S	CCC	CCC	qal	infa		unknown	unknown	verb				H	nnn	nnn	מאס		noH	-	-	0	1	0	0	nnn	nnn	first		0
243424	MT	Jeremiah	17	19	HLK[	HLK	HLK	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	הלך		noH	-	-	0	0	0	0	nnn	nnn	first		0
243536	MT	Jeremiah	17	24	CM<[	CM<	CM<	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	שמע		noH	-	-	0	0	0	0	nnn	nnn	first		0
244131	MT	Jeremiah	19	1	HLK[	HLWK	HLWK	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	הלוך		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
245610	MT	Jeremiah	22	14	MCX[	MCWX	MCWX	CCMC	CCMC	qal	infa		unknown	unknown	verb				W	nnnn	nnnn	משוח		noH	-	-	0	1	0	0	nnnn	nnnn	first		0
245706	MT	Jeremiah	22	19	SXB[	SXWB	SXWB	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	סחוב		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
246203	MT	Jeremiah	23	14	N>P[	N>WP	N>WP	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	נאוף		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
246205	MT	Jeremiah	23	14	HLK[	HLK	HLK	CCC	CCC	qal	infa		unknown	unknown	verb				W	nnn	nnn	הלך		noH	-	-	0	1	0	0	nnn	nnn	first		0
246279	MT	Jeremiah	23	17	>MR[	>MWR	>MWR	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	אמור		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
246700	MT	Jeremiah	23	39	NC>[	NC>	NC>	CCM	CCM	qal	infa		unknown	unknown	verb					nnn	nnn	נשא		noH	-	-	0	0	0	0	nnn	nnn	first		0
247087	MT	Jeremiah	25	4	CLX[	CLX	CLX	CCC	CCC	qal	infa		unknown	unknown	verb				W	nnn	nnn	שלח		noH	-	-	0	1	0	0	nnn	nnn	first		0
247684	MT	Jeremiah	25	30	C>G[	C>G	C>G	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	שאג		noH	-	-	0	0	0	0	nnn	nnn	first		0
247958	MT	Jeremiah	26	5	CLX[	CLX	CLX	CCC	CCC	qal	infa		unknown	unknown	verb				W	nnn	nnn	שלח		noH	-	-	0	1	0	0	nnn	nnn	first		0
248208	MT	Jeremiah	26	15	JD<[	JD<	JD<	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	ידע		noH	-	-	0	0	0	0	nnn	nnn	first		0
249368	MT	Jeremiah	28	13	HLK[	HLWK	HLWK	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	הלוך		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
249909	MT	Jeremiah	29	19	CLX[	CLX	CLX	CCC	CCC	qal	infa		unknown	unknown	verb				W	nnn	nnn	שלח		noH	-	-	0	1	0	0	nnn	nnn	first		0
250676	MT	Jeremiah	31	2	HLK[	HLWK	HLWK	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	הלוך		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
250967	MT	Jeremiah	31	18	CM<[	CMW<	CMW<	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	שמוע		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
251016	MT	Jeremiah	31	20	ZKR[	ZKR	ZKR	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	זכר		noH	-	-	0	0	0	0	nnn	nnn	first		0
251774	MT	Jeremiah	32	14	LQX[	LQWX	LQWX	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	לקוח		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
252516	MT	Jeremiah	32	44	KTB[	KTWB	KTWB	CCMC	CCMC	qal	infa		unknown	unknown	verb				W	nnnn	nnnn	כתוב		noH	-	-	0	1	0	0	nnnn	nnnn	first		0
252521	MT	Jeremiah	32	44	XTM[	XTWM	XTWM	CCMC	CCMC	qal	infa		unknown	unknown	verb				W	nnnn	nnnn	חתום		noH	-	-	0	1	0	0	nnnn	nnnn	first		0
253183	MT	Jeremiah	34	2	HLK[	HLK	HLK	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	הלך		noH	-	-	0	0	0	0	nnn	nnn	first		0
253219	MT	Jeremiah	34	3	TPF[	TPF	TPF	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	תפש		noH	-	-	0	0	0	0	nnn	nnn	first		0
253755	MT	Jeremiah	35	2	HLK[	HLWK	HLWK	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	הלוך		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
253998	MT	Jeremiah	35	13	HLK[	HLK	HLK	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	הלך		noH	-	-	0	0	0	0	nnn	nnn	first		0
254066	MT	Jeremiah	35	15	CLX[	CLX	CLX	CCC	CCC	qal	infa		unknown	unknown	verb				W	nnn	nnn	שלח		noH	-	-	0	1	0	0	nnn	nnn	first		0
255271	MT	Jeremiah	37	9	HLK[	HLK	HLK	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	הלך		noH	-	-	0	0	0	0	nnn	nnn	first		0
255552	MT	Jeremiah	37	21	NTN[	NTN	NTN	CCC	CCC	qal	infa		unknown	unknown	verb				W	nnn	nnn	נתן		noH	-	-	0	1	0	0	nnn	nnn	first		0
256068	MT	Jeremiah	38	17	JY>[	JY>	JY>	CCM	CCM	qal	infa		unknown	unknown	verb					nnn	nnn	יצא		noH	-	-	0	0	0	0	nnn	nnn	first		0
256703	MT	Jeremiah	39	16	HLK[	HLWK	HLWK	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	הלוך		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
257216	MT	Jeremiah	40	14	JD<[	JD<	JD<	CCC	CCC	qal	infa		unknown	unknown	verb				H	nnn	nnn	ידע		noH	-	-	0	1	0	0	nnn	nnn	first		0
257454	MT	Jeremiah	41	6	HLK[	HLK	HLK	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	הלך		noH	-	-	0	0	0	0	nnn	nnn	first		0
258263	MT	Jeremiah	42	19	JD<[	JD<	JD<	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	ידע		noH	-	-	0	0	0	0	nnn	nnn	first		0
258320	MT	Jeremiah	42	22	JD<[	JD<	JD<	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	ידע		noH	-	-	0	0	0	0	nnn	nnn	first		0
258776	MT	Jeremiah	44	4	CLX[	CLX	CLX	CCC	CCC	qal	infa		unknown	unknown	verb				W	nnn	nnn	שלח		noH	-	-	0	1	0	0	nnn	nnn	first		0
260500	MT	Jeremiah	48	9	NY>[	NY>	NY>	CCM	CCM	qal	infa		unknown	unknown	verb					nnn	nnn	נצא		noH	-	-	0	0	0	0	nnn	nnn	first		0
261956	MT	Jeremiah	50	4	HLK[	HLWK	HLWK	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	הלוך		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
265001	MT	Ezekiel	1	14	RY>[	RYW>	RYW>	CCMM	CCMM	qal	infa		unknown	unknown	verb					nnnn	nnnn	רצוא		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
272384	MT	Ezekiel	17	10	JBC[	JBC	JBC	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	יבש		noH	-	-	0	0	0	0	nnn	nnn	first		0
273121	MT	Ezekiel	18	23	XPY[	XPY	XPY	CCC	CCC	qal	infa		unknown	unknown	verb				H	nnn	nnn	חפץ		noH	-	-	0	1	0	0	nnn	nnn	first		0
276501	MT	Ezekiel	23	46	NTN[	NTN	NTN	CCC	CCC	qal	infa		unknown	unknown	verb				W	nnn	nnn	נתן		noH	-	-	0	1	0	0	nnn	nnn	first		0
276644	MT	Ezekiel	24	5	LQX[	LQWX	LQWX	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	לקוח		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
277284	MT	Ezekiel	25	12	>CM[	>CWM	>CWM	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	אשום		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
278488	MT	Ezekiel	28	9	>MR[	>MR	>MR	CCC	CCC	qal	infa		unknown	unknown	verb				H	nnn	nnn	אמר		noH	-	-	0	1	0	0	nnn	nnn	first		0
282459	MT	Ezekiel	36	3	C>P[	C>P	C>P	CCC	CCC	qal	infa		unknown	unknown	verb				W	nnn	nnn	שאף		noH	-	-	0	1	0	0	nnn	nnn	first		0
288222	MT	Ezekiel	44	20	KSM[	KSWM	KSWM	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	כסום		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
291045	MT	Hosea	1	6	NF>[	NF>	NF>	CCM	CCM	qal	infa		unknown	unknown	verb					nnn	nnn	נשא		noH	-	-	0	0	0	0	nnn	nnn	first		0
291722	MT	Hosea	4	2	RYX[	RYX	RYX	CCC	CCC	qal	infa		unknown	unknown	verb				W	nnn	nnn	רצח		noH	-	-	0	1	0	0	nnn	nnn	first		0
291724	MT	Hosea	4	2	GNB[	GNB	GNB	CCC	CCC	qal	infa		unknown	unknown	verb				W	nnn	nnn	גנב		noH	-	-	0	1	0	0	nnn	nnn	first		0
291726	MT	Hosea	4	2	N>P[	N>P	N>P	CCC	CCC	qal	infa		unknown	unknown	verb				W	nnn	nnn	נאף		noH	-	-	0	1	0	0	nnn	nnn	first		0
293114	MT	Hosea	10	4	KRT[	KRT	KRT	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	כרת		noH	-	-	0	0	0	0	nnn	nnn	first		0
294168	MT	Joel	1	7	XFP[	XFP	XFP	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	חשף		noH	-	-	0	0	0	0	nnn	nnn	first		0
294861	MT	Joel	2	26	>KL[	>KWL	>KWL	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	אכול		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
294863	MT	Joel	2	26	FB<[	FBW<	FBW<	CCMC	CCMC	qal	infa		unknown	unknown	verb				W	nnnn	nnnn	שבוע		noH	-	-	0	1	0	0	nnnn	nnnn	first		0
296043	MT	Amos	3	5	LKD[	LKWD	LKWD	CCMC	CCMC	qal	infa		unknown	unknown	verb				W	nnnn	nnnn	לכוד		noH	-	-	0	1	0	0	nnnn	nnnn	first		0
299891	MT	Micah	2	4	CDD[	CDWD	CDWD	CCMC	CCMC	qal	infa		unknown	unknown	verb					nnnn	nnnn	שדוד		noH	-	-	0	0	0	0	nnnn	nnnn	first		0
300010	MT	Micah	2	12	>SP[	>SP	>SP	CCC	CCC	qal	infa		unknown	unknown	verb					nnn	nnn	אסף		noH	-	-	0	0	0	0	nnn	nnn	first		0
